Value Name,Value,Comment,Software Version,Software Date
Edge_130,2909,,380,2021-07-07
edge_1030_asia,2924,
vivosmart_4,2927,
vivo_move_hr_asia,2945,
approach_x10,2962,
fr30_asia,2977,
vivoactive3m_w,2988,
fr645_asia,3003,
fr645m_asia,3004,
edge_explore,3011,
gpsmap66,3028,
approach_s10,3049,
vivoactive3m_l,3066,
fr245,3076,
fr245_music,3077,
approach_g80,3085,
edge_130_asia,3092,
edge_1030_bontrager,3095,
fenix5_plus,3110,
fenix5x_plus,3111,
edge_520_plus,3112,,570,2020-09-11
fr945,3113,,1370,2024-12-02
edge_530,3121,,975,2023-03-22
edge_830,3122,,975,2023-03-22
instinct_esports,3126,
fenix5s_plus_apac,3134,
fenix5x_plus_apac,3135,
edge_520_plus_apac,3142,
descent_t1,3143,
fr235l_asia,3144,
fr245_asia,3145,
vivo_active3m_apac,3163,
gen3_bsm,3192,gen3 bike speed sensor
gen3_bcm,3193,gen3 bike cadence sensor
vivo_smart4_asia,3218,
vivoactive4_small,3224,
vivoactive4_large,3225,
venu,3226,
marq_driver,3246,
marq_aviator,3247,
marq_captain,3248,
marq_commander,3249,
marq_expedition,3250,
marq_athlete,3251,
descent_mk2,3258,
fr45,3282,
gpsmap66i,3284,
fenix6S_sport,3287,
fenix6S,3288,
fenix6_sport,3289,
fenix6,3290,
fenix6x,3291,
hrm_dual,3299,HRM-Dual
hrm_pro,3300,HRM-Pro
vivo_move3_premium,3308,
approach_s40,3314,
fr245m_asia,3321,
edge_530_apac,3349,
edge_830_apac,3350,
vivo_move3,3378,
vivo_active4_small_asia,3387,
vivo_active4_large_asia,3388,
vivo_active4_oled_asia,3389,
swim2,3405,
marq_driver_asia,3420,
marq_aviator_asia,3421,
vivo_move3_asia,3422,
fr945_asia,3441,
vivo_active3t_chn,3446,
marq_captain_asia,3448,
marq_commander_asia,3449,
marq_expedition_asia,3450,
marq_athlete_asia,3451,
index_smart_scale_2,3461,
instinct_solar,3466,
fr45_asia,3469,
vivoactive3_daimler,3473,
legacy_rey,3498,
legacy_darth_vader,3499,
legacy_captain_marvel,3500,
legacy_first_avenger,3501,
fenix6s_sport_asia,3512,
fenix6s_asia,3513,
fenix6_sport_asia,3514,
fenix6_asia,3515,
fenix6x_asia,3516,
legacy_captain_marvel_asia,3535,
legacy_first_avenger_asia,3536,
legacy_rey_asia,3537,
legacy_darth_vader_asia,3538,
descent_mk2s,3542,
edge_130_plus,3558,,300,2023-01-19
edge_1030_plus,3570,,675,2023-03-22
rally_200,3578,Rally 100/200 Power Meter Series
fr745,3589,
venusq_music,3596,
venusq_music_v2,3599,
venusq,3600,
lily,3615,
marq_adventurer,3624,
enduro,3638,
swim2_apac,3639,
marq_adventurer_asia,3648,
fr945_lte,3652,
descent_mk2_asia,3702,Mk2 and Mk2i
venu2,3703,
venu2s,3704,
venu_daimler_asia,3737,
marq_golfer,3739,
venu_daimler,3740,
fr745_asia,3794,
varia_rct715,3808,
lily_asia,3809,
edge_1030_plus_asia,3812,
edge_130_plus_asia,3813,
approach_s12,3823,
enduro_asia,3872,
venusq_asia,3837,
edge_1040,3843,,2922,2025-11-04
marq_golfer_asia,3850,
venu2_plus,3851,
gnss,3865,Airoha AG3335M Family
fr55,3869,
instinct_2,3888,
instinct_2s,3889,
fenix7s,3905,,2511,2026-01-21
fenix7,3906,,2511,2026-01-21
fenix7x,3907,,2511,2026-01-21
fenix7s_apac,3908,,2511,2026-01-21
fenix7_apac,3909,,2511,2026-01-21
fenix7x_apac,3910,,2511,2026-01-21
approach_g12, 3927,
descent_mk2s_asia,3930,
approach_s42,3934,
epix_gen2,3943,,2511,2026-01-21
epix_gen2_apac,3944,,2511,2026-01-21
venu2s_asia,3949,
venu2_asia,3950,
fr945_lte_asia,3978,
vivo_move_sport,3982,
vivomove_trend,3983,
approach_S12_asia,3986,
fr255_music,3990,,2709,2026-01-15
fr255_small_music,3991,,2709,2026-01-15
fr255,3992,,2709,2026-01-15
fr255_small,3993,,2709,2026-01-15
approach_g12_asia, 4001,
approach_s42_asia,4002,
descent_g1,4005,
venu2_plus_asia,4017,
fr955,4024,,2709,2026-01-15
fr55_asia,4033,
edge_540,4061,,2922,2025-11-04
edge_840,4062,,2922,2025-11-04
vivosmart_5,4063,
instinct_2_asia,4071,
marq_gen2,4105,Adventurer, Athlete, Captain, Golfer
venusq2,4115,
venusq2music,4116,
marq_gen2_aviator,4124,
d2_air_x10,4125,
hrm_pro_plus,4130,
descent_g1_asia,4132,
tactix7,4135,
instinct_crossover,4155,
edge_explore2,4169,
descent_mk3,4222,
descent_mk3i,4223,
approach_s70,4233,
fr265_large,4257,,2709,2026-01-15
fr265_small,4258,,2709,2026-01-15
venu3,4260,
venu3s,4261,
tacx_neo_smart,4265,Neo Smart, Tacx
tacx_neo2_smart,4266,Neo 2 Smart, Tacx
tacx_neo2_t_smart,4267,Neo 2T Smart, Tacx
tacx_neo_smart_bike,4268,Neo Smart Bike, Tacx
tacx_satori_smart,4269,Satori Smart, Tacx
tacx_flow_smart,4270,Flow Smart, Tacx
tacx_vortex_smart,4271,Vortex Smart, Tacx
tacx_bushido_smart,4272,Bushido Smart, Tacx
tacx_genius_smart,4273,Genius Smart, Tacx
tacx_flux_flux_s_smart,4274,Flux/Flux S Smart, Tacx
tacx_flux2_smart,4275,Flux 2 Smart, Tacx
tacx_magnum,4276,Magnum, Tacx
edge_1040_asia,4305,
epix_gen2_pro_42,4312,,2511,2026-01-21
epix_gen2_pro_47,4313,,2511,2026-01-21
epix_gen2_pro_51,4314,,2511,2026-01-21
fr965,4315,,2709,2026-01-15
enduro2,4341,
fenix7s_pro_solar,4374,,2511,2026-01-21
fenix7_pro_solar,4375,,2511,2026-01-21
fenix7x_pro_solar,4376,,2511,2026-01-21
lily2,4380,
instinct_2x,4394,
vivoactive5,4426,
fr165,4432,
fr165_music,4433,
edge_1050,4440,,2922,2025-11-04
descent_t2,4442,
hrm_fit,4446,
marq_gen2_commander,4472,
lily_athlete,4477,aka the Lily 2 Active
rally_x10,4525,Rally 110/210
fenix8_solar,4532,,2029,2026-01-14
fenix8_solar_large,4533,,2029,2026-01-14
fenix8_small,4534,,2029,2026-01-14
fenix8,4536,,2029,2026-01-14
d2_mach1_pro,4556,
enduro3,4575,
instinctE_40mm,4583,
instinctE_45mm,4584,
instinct3_solar_45mm,4585,
instinct3_amoled_45mm,4586,
instinct3_amoled_50mm,4587,
descent_g2,4588,
venu_x1,4603,
hrm_200,4606,
vivoactive6,4625,
fenix8_pro,4631,,2029,2026-01-14
edge_550,4633,,2922,2025-11-04
edge_850,4634,,2922,2025-11-04
venu4,4643,
venu4s,4644,
approachS44,4647,
edge_mtb,4655,
approachS50,4656,
fenix_e,4666,
bounce2,4745,
instinct3_solar_50mm,4759,
tactix8_amoled,4775,
tactix8_solar,4776,
d2_mach2,4879,
instinct_crossover_amoled,4678,
d2_air_x15,4944,
sdm4,10007,SDM4 footpod
edge_remote,10014,
tacx_training_app_win,20533,
tacx_training_app_mac,20534,
tacx_training_app_mac_catalyst,20565,
training_center,20119,
tacx_training_app_android,30045,
tacx_training_app_ios,30046,
tacx_training_app_legacy,30047,
connectiq_simulator,65531,
android_antplus_plugin,65532,
connect,65534,Garmin Connect website
